gender,worthChange,name,timestamp,industry,lastName,uri,imageUri,realTimeWorth,source,realTimePosition,squareImage,realTimeRank,country,age,title,headquarters,state,rank,worth,government,position,pay,managementAssets,salary
M,0.0,Shaul Shani,1531878901818,Telecom,Shani,shaul-shani,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,3350.0,telecom,702,,702,Israel,63,,,,581,3300.0,,599,,,
M,11.209,Shi Yuzhu,1531878901818,Diversified,Shi,shi-yuzhu,http://i.forbesimg.com/media/lists/people/shi-yuzhu_100x100.jpg,1652.01,"online games, investments",1449,//specials-images.forbesimg.com/imageserve/5a7cecbb4bbe6f2652f51076/416x416.jpg?background=000000&cropX1=391&cropX2=2589&cropY1=9&cropY2=2206,1449,China,55,,,,581,3300.0,,600,,,
M,0.0,Alexander Svetakov,1531878901818,Finance and Investments,Svetakov,alexander-svetakov,http://i.forbesimg.com/media/lists/people/alexander-svetakov_100x100.jpg,3116.687,real estate,763,//specials-images.forbesimg.com/imageserve/58cb16b14bbe6f0e5588c395/416x416.jpg?background=000000&cropX1=114&cropX2=700&cropY1=42&cropY2=629,763,Russia,50,,,,581,3300.0,,601,,,
M,-33.343,Wang Yusuo,1531878901818,Energy,Wang,wang-yusuo,http://i.forbesimg.com/media/lists/people/wang-yusuo_100x100.jpg,4986.357,natural gas distribution,399,//specials-images.forbesimg.com/imageserve/05c3ca170797cbffcf1675e9b083200f/416x416.jpg?background=000000&cropX1=48&cropX2=715&cropY1=8&cropY2=675,399,China,54,,,,581,3300.0,,602,,,
M,27.393,Anil Agarwal,1531878901818,Metals & Mining,Agarwal,anil-agarwal,http://i.forbesimg.com/media/lists/people/anil-agarwal_100x100.jpg,3326.966,"mining, metals",709,//specials-images.forbesimg.com/imageserve/5a7f094931358e4955ad1774/416x416.jpg?background=000000&cropX1=1189&cropX2=3858&cropY1=0&cropY2=2667,709,India,64,,,,603,3200.0,,603,,,
M,73.007,Patrizio Bertelli,1531878901818,Fashion & Retail,Bertelli,patrizio-bertelli,http://i.forbesimg.com/media/lists/people/patrizio-bertelli_100x100.jpg,3605.306,luxury goods,638,//specials-images.forbesimg.com/imageserve/5a7f9d4931358e4955ad1e94/416x416.jpg?background=000000&cropX1=23&cropX2=1301&cropY1=294&cropY2=1571,638,Italy,72,,,,603,3200.0,,604,,,
M,51.688,Kapil & Rahul Bhatia,1531878901818,Service,Bhatia,kapil-rahul-bhatia,http://i.forbesimg.com/media/lists/people/kapil-rahul-bhatia_100x100.jpg,4024.892,airlines,555,//specials-images.forbesimg.com/imageserve/55f77d16e4b0ffa7afe49443/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=224&cropY2=968,555,India,,,,,603,3200.0,,605,,,
M,0.0,Neil Bluhm,1531878901818,Real Estate,Bluhm,neil-bluhm,http://i.forbesimg.com/media/lists/people/neil-bluhm_100x100.jpg,3317.499,real estate,712,//specials-images.forbesimg.com/imageserve/59dbe3c431358e542c038278/416x416.jpg?background=000000&cropX1=262&cropX2=1248&cropY1=413&cropY2=1399,712,United States,80,,IL,Illinois,603,3200.0,,606,,,
M,7.291,Chey Tae-Won,1531878901818,Telecom,Chey,chey-tae-won,http://i.forbesimg.com/media/lists/people/chey-tae-won_100x100.jpg,4087.432,"IT, telecom",541,//specials-images.forbesimg.com/imageserve/5b15a4774bbe6f74868b8fd9/416x416.jpg?background=000000&cropX1=3&cropX2=1362&cropY1=0&cropY2=1360,541,South Korea,57,SK C&#38;C,,,603,3200.0,0,607,,,
,0.0,Jack & Laura Dangermond,1531878901818,Technology,Dangermond,jack-laura-dangermond,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,4988.977,mapping software,398,//specials-images.forbesimg.com/imageserve/59dbd0f94bbe6f37dda034e6/416x416.jpg?background=000000&cropX1=168&cropX2=740&cropY1=28&cropY2=600,398,United States,72,,CA,California,603,3200.0,,608,,,
M,159.094,Kuldip Singh & Gurbachan Singh Dhingra,1531878901818,Manufacturing,Dhingra,kuldip-singh-gurbachan-singh-dhingra,http://i.forbesimg.com/media/lists/people/kuldip-singh-gurbachan-singh-dhingra_100x100.jpg,4125.191,paints,536,//specials-images.forbesimg.com/imageserve/9d847c68baaab474610d6f09e72d3aff/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=300&cropY2=1044,536,India,,,,,603,3200.0,,609,,,
M,24.553,Bennett Dorrance,1531878901818,Food and Beverage,Dorrance,bennett-dorrance,http://i.forbesimg.com/media/lists/people/bennett-dorrance_100x100.jpg,2512.954,Campbell Soup,974,//specials-images.forbesimg.com/imageserve/2a96ddbe76c1eeed78fcd008987e09e8/416x416.jpg?background=000000&cropX1=58&cropX2=689&cropY1=132&cropY2=764,974,United States,72,,AZ,Arizona,603,3200.0,,610,,,
M,-0.01,Lindsay Fox,1531878901818,Logistics,Fox,lindsay-fox,http://i.forbesimg.com/media/lists/people/lindsay-fox_100x100.jpg,3257.842,"logistics, real estate",729,//specials-images.forbesimg.com/imageserve/59f743e531358e542c046cc8/416x416.jpg?background=000000&cropX1=146&cropX2=1197&cropY1=3&cropY2=1055,729,Australia,81,,,,603,3200.0,,611,,,
M,-9.55,"Amos Hostetter, Jr.",1531878901818,Media & Entertainment,Hostetter,amos-hostetter-jr,http://i.forbesimg.com/media/lists/people/amos-hostetter-jr_100x100.jpg,3248.788,cable television,732,//specials-images.forbesimg.com/imageserve/5a82140aa7ea4316901357de/416x416.jpg?background=000000&cropX1=0&cropX2=1205&cropY1=546&cropY2=1752,732,United States,81,"Chair, Pilot House Associates",MA,Massachusetts,603,3200.0,0,612,,,
M,21.093,Jiang Bin,1531878901818,Technology,Jiang,jiang-bin,http://i.forbesimg.com/media/lists/people/jiang-bin_100x100.jpg,2444.003,acoustic components,1009,http://specials-images.forbesimg.com/imageserve/33882d7aaf458263cb07411d98863327/416x416.jpg?background=000000&cropX1=151&cropX2=644&cropY1=37&cropY2=530,1009,China,51,,,,603,3200.0,,613,,,
M,7.576,Ronald Lauder,1531878901818,Fashion & Retail,Lauder,ronald-lauder,http://i.forbesimg.com/media/lists/people/ronald-lauder_100x100.jpg,4034.119,Estee Lauder,552,//specials-images.forbesimg.com/imageserve/59dbce3ba7ea436b47b39bc9/416x416.jpg?background=000000&cropX1=1034&cropX2=2203&cropY1=148&cropY2=1317,552,United States,74,,NY,New York,603,3200.0,,614,,,
M,57.846,Sudhir & Samir Mehta,1531878901818,Diversified,Mehta,sudhir-samir-mehta,http://i.forbesimg.com/media/lists/people/sudhir-samir-mehta_100x100.jpg,3560.984,diversified,651,//specials-images.forbesimg.com/imageserve/5abba482a7ea432fbc1d5d2a/416x416.jpg?background=000000&cropX1=1748&cropX2=4571&cropY1=233&cropY2=3058,651,India,,,,,603,3200.0,,615,,,
M,0.0,Jorge Moll Filho,1531878901818,Healthcare,Moll Filho,jorge-moll-filho,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,2203.692,hospitals,1110,,1110,Brazil,73,,,,603,3200.0,,616,,,
M,61.88,Fernando Roberto Moreira Salles,1531878901818,Diversified,Moreira Salles,fernando-roberto-moreira-salles,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,4139.723,"banking, minerals",529,,529,Brazil,72,,,,603,3200.0,,617,,,
M,61.88,Joao Moreira Salles,1531878901818,Diversified,Moreira Salles,joao-moreira-salles,http://i.forbesimg.com/media/lists/people/joao-moreira-salles_100x100.jpg,4139.778,"banking, minerals",528,//specials-images.forbesimg.com/imageserve/5a7b7f56a7ea43169012eec2/416x416.jpg?background=000000&cropX1=1941&cropX2=5568&cropY1=48&cropY2=3673,528,Brazil,56,,,,603,3200.0,,618,,,
M,61.88,Pedro Moreira Salles,1531878901818,Diversified,Moreira Salles,pedro-moreira-salles,http://i.forbesimg.com/media/lists/people/pedro-moreira-salles_100x100.jpg,4186.376,"banking, minerals",513,//specials-images.forbesimg.com/imageserve/5a7b970f4bbe6f2652f4f182/416x416.jpg?background=000000&cropX1=80&cropX2=2749&cropY1=0&cropY2=2670,513,Brazil,58,,,,603,3200.0,,619,,,
M,61.88,Walther Moreira Salles Junior,1531878901818,Finance and Investments,Moreira Salles Junior,walther-moreira-salles-junior,http://i.forbesimg.com/media/lists/people/walther-moreira-salles-junior_100x100.jpg,4139.723,"banking, minerals",530,//specials-images.forbesimg.com/imageserve/5a7b99aa31358e4955ace000/416x416.jpg?background=000000&cropX1=14&cropX2=2133&cropY1=183&cropY2=2304,529,Brazil,62,,,,603,3200.0,,620,,,
M,49.128,Michael Moritz,1531878901818,Technology,Moritz,michael-moritz,http://i.forbesimg.com/media/lists/people/michael-moritz_100x100.jpg,4512.728,venture capital,464,//specials-images.forbesimg.com/imageserve/59dbd8bba7ea436b47b39d44/416x416.jpg?background=000000&cropX1=1200&cropX2=3680&cropY1=80&cropY2=2559,464,United States,63,"Chairman, Sequoia Capital",CA,California,603,3200.0,0,621,,,
M,-8.528,Nie Tengyun,1531878901818,Service,Nie,nie-tengyun,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,4156.742,logistics,524,//specials-images.forbesimg.com/imageserve/5a7ce38031358e4955acfbae/416x416.jpg?background=000000&cropX1=512&cropX2=1610&cropY1=401&cropY2=1499,524,China,42,,,,603,3200.0,,622,,,
M,1.273,Daniel Och,1531878901818,Finance and Investments,Och,daniel-och,http://i.forbesimg.com/media/lists/people/daniel-och_100x100.jpg,3113.511,hedge funds,765,//specials-images.forbesimg.com/imageserve/5a8daa3031358e4955adf53f/416x416.jpg?background=000000&cropX1=725&cropX2=3000&cropY1=137&cropY2=2412,765,United States,57,"Chairman and CEO, Och-Ziff Capital Management Group",NY,New York,603,3200.0,0,623,,,
F,72.944,Miuccia Prada,1531878901818,Fashion & Retail,Prada,miuccia-prada,http://i.forbesimg.com/media/lists/people/miuccia-prada_100x100.jpg,3602.041,luxury goods,640,//specials-images.forbesimg.com/imageserve/5a7f9ba931358e4955ad1e77/416x416.jpg?background=000000&cropX1=328&cropX2=2606&cropY1=754&cropY2=3034,640,Italy,69,"CEO, Fashion Designer, Prada",,,603,3200.0,0,624,,,
M,9.9,Thomas Pritzker,1531878901818,Finance and Investments,Pritzker,thomas-pritzker,http://i.forbesimg.com/media/lists/people/thomas-pritzker_100x100.jpg,4176.99,"hotels, investments",517,//specials-images.forbesimg.com/imageserve/7dd7043c48edb3bd30804e026ddab444/416x416.jpg?background=000000&cropX1=142&cropX2=743&cropY1=308&cropY2=909,517,United States,68,"Executive Chairman, Hydro One",IL,Illinois,603,3200.0,0,625,,,
M,39.129,Richard Schulze,1531878901818,Fashion & Retail,Schulze,richard-schulze,http://i.forbesimg.com/media/lists/people/richard-schulze_100x100.jpg,4259.269,Best Buy,497,http://specials-images.forbesimg.com/imageserve/1423046948c12a11b7b90939845786aa/416x416.jpg?background=000000&cropX1=245&cropX2=1029&cropY1=108&cropY2=892,497,United States,77,"Chairman, Best Buy",FL,Florida,603,3200.0,0,626,,,
F,5.822,Lottie Tham,1531878901818,Fashion & Retail,Tham,lottie-tham,http://i.forbesimg.com/media/lists/people/no-pic-female_100x100.jpg,2274.97,H&M,1067,//specials-images.forbesimg.com/imageserve/5a811f62a7ea4316901340b1/416x416.jpg?background=000000&cropX1=275&cropX2=1245&cropY1=172&cropY2=1142,1067,Sweden,69,,,,603,3200.0,,627,,,
M,-6.882,Ye Chenghai,1531878901818,Healthcare,Ye,ye-chenghai,http://i.forbesimg.com/media/lists/people/ye-chenghai_100x100.jpg,4189.057,pharmaceuticals,512,//specials-images.forbesimg.com/imageserve/f4143f928bec51caf481ad44beb7d878/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=140&cropY2=881,512,Hong Kong,74,,,,603,3200.0,,628,,,
F,-12.706,Zhang Xin,1531878901818,Real Estate,Zhang,zhang-xin,http://i.forbesimg.com/media/lists/people/zhang-xin_100x100.jpg,3251.65,real estate,731,,731,China,52,"Cofounder, CEO, Soho China",,,603,3200.0,0,629,,,
M,0.0,Riley Bechtel,1531878901818,Construction & Engineering,Bechtel,riley-bechtel,http://i.forbesimg.com/media/lists/people/riley-bechtel_100x100.jpg,3199.948,"engineering, construction",743,//specials-images.forbesimg.com/imageserve/57e0790c31358e16c589ba0f/416x416.jpg?background=000000&cropX1=176&cropX2=614&cropY1=119&cropY2=557,743,United States,66,"former Chairman and CEO, Bechtel",CA,California,630,3100.0,0,630,,,
M,0.0,"Stephen Bechtel, Jr.",1531878901818,Construction & Engineering,Bechtel,stephen-bechtel-jr,http://i.forbesimg.com/media/lists/people/stephen-bechtel-jr_100x100.jpg,3199.948,"engineering, construction",744,http://specials-images.forbesimg.com/imageserve/57f2a847a7ea435a1e1f60fd/416x416.jpg?background=000000&cropX1=29&cropX2=734&cropY1=52&cropY2=758,743,United States,93,"Former Chairman, Bechtel",CA,California,630,3100.0,0,631,,,
F,,Rossana Camargo de Arruda Botelho,1518125786156,Construction & Engineering,Camargo de Arruda Botelho,rossana-camargo-de-arruda-botelho,http://i.forbesimg.com/media/lists/people/rossana-camargo-de-arruda-botelho_100x100.jpg,,construction,,,,Brazil,68,,,,630,3100.0,,632,,,
,1.324,Andrew & Peggy Cherng,1531878901818,Food and Beverage,Cherng,andrew-peggy-cherng,http://i.forbesimg.com/media/lists/people/andrew-peggy-cherng_100x100.jpg,3260.827,restaurants,728,//specials-images.forbesimg.com/imageserve/57d80a5a4bbe6f6781c4e59f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=85&cropY2=829,728,United States,,,NV,Nevada,630,3100.0,,633,,,
M,,David Consunji,1519934160183,Construction & Engineering,Consunji,david-consunji,http://i.forbesimg.com/media/lists/people/david-consunji_100x100.jpg,,construction,,//specials-images.forbesimg.com/imageserve/5a6f959731358e4955abf1c8/416x416.jpg?background=000000&cropX1=41&cropX2=221&cropY1=0&cropY2=180,,Philippines,96,,,,630,3100.0,,634,,,
M,0.0,John Paul DeJoria,1531878901818,Fashion & Retail,DeJoria,john-paul-dejoria,http://i.forbesimg.com/media/lists/people/john-paul-dejoria_100x100.jpg,3243.252,"hair products, tequila",735,//specials-images.forbesimg.com/imageserve/5a8dd9c0a7ea431690140c0b/416x416.jpg?background=000000&cropX1=1344&cropX2=3427&cropY1=257&cropY2=2338,735,United States,74,,TX,Texas,630,3100.0,,635,,,
F,-5.882,Isabel dos Santos,1531878901818,Finance and Investments,dos Santos,isabel-dos-santos,http://i.forbesimg.com/media/lists/people/isabel-dos-santos_100x100.jpg,2373.006,investments,1028,//specials-images.forbesimg.com/imageserve/5a7a22cd31358e4955acc3ab/416x416.jpg?background=000000&cropX1=72&cropX2=1117&cropY1=67&cropY2=1112,1028,Angola,45,,,,630,3100.0,,636,,,
M,0.0,Andreas Halvorsen,1531878901818,Finance and Investments,Halvorsen,andreas-halvorsen,http://i.forbesimg.com/media/lists/people/andreas-halvorsen_100x100.jpg,3650.0,hedge funds,626,//specials-images.forbesimg.com/imageserve/56bde5cbe4b062f6b599bbb8/416x416.jpg?background=000000&cropX1=167&cropX2=591&cropY1=32&cropY2=456,626,Norway,57,"Founding Partner & Chief Executive Officer, Viking Global Investors",CT,Connecticut,630,3100.0,0,637,600.0,,
M,7.894,Reid Hoffman,1531878901818,Technology,Hoffman,reid-hoffman,http://i.forbesimg.com/media/lists/people/reid-hoffman_100x100.jpg,3347.986,LinkedIn,704,//specials-images.forbesimg.com/imageserve/59dbe8d54bbe6f37dda037b9/416x416.jpg?background=000000&cropX1=1420&cropX2=3289&cropY1=104&cropY2=1972,704,United States,50,"Chairman and Cofounder, LinkedIn",CA,California,630,3100.0,0,638,,,
M,2.235,Viatcheslav Kantor,1531878901818,Manufacturing,Kantor,viatcheslav-kantor,http://i.forbesimg.com/media/lists/people/viatcheslav-kantor_100x100.jpg,3638.587,"fertilizer, real estate",631,//specials-images.forbesimg.com/imageserve/5502fabce4b095aa68c83a04/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746,631,Russia,64,,,,630,3100.0,,639,,,
M,0.032,Marc Ladreit de Lacharriere,1531878901818,Finance and Investments,Ladreit de Lacharriere,marc-ladreit-de-lacharriere,http://i.forbesimg.com/media/lists/people/marc-ladreit-de-lacharriere_100x100.jpg,3554.726,finance,653,//specials-images.forbesimg.com/imageserve/5a7df23ea7ea431690131bca/416x416.jpg?background=000000&cropX1=817&cropX2=3461&cropY1=6&cropY2=2648,653,France,77,,,,630,3100.0,,640,,,
M,-49.04,Liu Zhongtian,1531878901818,Manufacturing,Liu,liu-zhongtian,http://i.forbesimg.com/media/lists/people/liu-zhongtian_100x100.jpg,3225.799,aluminum products,737,//specials-images.forbesimg.com/imageserve/589d28c431358e1a35ab0bb8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=185&cropY2=929,737,China,54,,,,630,3100.0,,641,,,
M,98.377,Yusaku Maezawa,1531878901818,Technology,Maezawa,yusaku-maezawa,http://i.forbesimg.com/media/lists/people/yusaku-maezawa_100x100.jpg,4089.628,online retail,540,//specials-images.forbesimg.com/imageserve/5ac25298a7ea432fbc1dc8f2/416x416.jpg?background=000000&cropX1=219&cropX2=1498&cropY1=6&cropY2=1286,540,Japan,42,,,,630,3100.0,,642,,,
M,0.0,Sergio Mantegazza,1531878901818,Service,Mantegazza,sergio-mantegazza,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,2822.043,travel,864,//specials-images.forbesimg.com/imageserve/5a812c1f31358e4955ad314c/416x416.jpg?background=000000&cropX1=47&cropX2=1457&cropY1=255&cropY2=1665,864,Switzerland,90,,,,630,3100.0,,643,,,
M,3.043,Ronald McAulay,1531878901818,Energy,McAulay,ronald-mcaulay,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,3591.332,energy,643,,643,Hong Kong,82,,,,630,3100.0,,644,,,
M,56.155,Pawan Munjal,1531878901818,Automotive,Munjal,pawan-munjal,http://i.forbesimg.com/media/lists/people/pawan-munjal_100x100.jpg,3818.844,motorcycles,590,//specials-images.forbesimg.com/imageserve/57d8876631358e16c5898f96/416x416.jpg?background=000000&cropX1=253&cropX2=672&cropY1=137&cropY2=556,590,India,64,,,,630,3100.0,,645,,,
F,,Renata de Camargo Nascimento,1518125783603,Construction & Engineering,Nascimento,renata-de-camargo-nascimento,http://i.forbesimg.com/media/lists/people/renata-de-camargo-nascimento_100x100.jpg,,construction,,//specials-images.forbesimg.com/imageserve/58a0fc564bbe6f0e55869eb4/416x416.jpg?background=000000&cropX1=182&cropX2=530&cropY1=61&cropY2=409,,Brazil,67,,,,630,3100.0,,646,,,
M,0.0,God Nisanov,1531878901818,Real Estate,Nisanov,god-nisanov,http://i.forbesimg.com/media/lists/people/god-nisanov_100x100.jpg,2812.697,real estate,868,//specials-images.forbesimg.com/imageserve/56cbe5dbe4b062f6b59a4bff/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=2&cropY2=745,868,Russia,46,,,,630,3100.0,,647,,,
M,-16.219,Idan Ofer,1531878901818,Diversified,Ofer,idan-ofer,http://i.forbesimg.com/media/lists/people/idan-ofer_100x100.jpg,2989.685,"drilling, shipping",813,//specials-images.forbesimg.com/imageserve/5a7f7c1c31358e4955ad1d35/416x416.jpg?background=000000&cropX1=834&cropX2=3320&cropY1=354&cropY2=2840,813,Israel,62,,,,630,3100.0,,648,,,
F,,Regina de Camargo Pires Oliveira Dias,1518125783659,Construction & Engineering,Pires Oliveira Dias,regina-de-camargo-pires-oliveira-dias,http://i.forbesimg.com/media/lists/people/regina-de-camargo-pires-oliveira-dias_100x100.jpg,,construction,,//specials-images.forbesimg.com/imageserve/27112d7c222277ea9da3cf06f04a1a7a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=53&cropY2=797,,Brazil,64,,,,630,3100.0,,649,,,
M,43.419,Julio Ponce Lerou,1531878901818,Metals & Mining,Ponce Lerou,julio-ponce-lerou,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,4236.306,fertilizer,500,,500,Chile,72,,,,630,3100.0,,650,,,
M,0.0,Issad Rebrab,1531878901818,Food and Beverage,Rebrab,issad-rebrab,http://i.forbesimg.com/media/lists/people/issad-rebrab_100x100.jpg,3886.703,food,575,//specials-images.forbesimg.com/imageserve/5a7a210fa7ea43169012d507/416x416.jpg?background=000000&cropX1=523&cropX2=2140&cropY1=10&cropY2=1626,575,Algeria,74,,,,630,3100.0,,651,,,
M,-0.969,Teddy Sagi,1531878901818,Gambling & Casinos,Sagi,teddy-sagi,http://i.forbesimg.com/media/lists/people/teddy-sagi_100x100.jpg,3284.3,gambling software,722,//specials-images.forbesimg.com/imageserve/58a2357231358e1a35ab4fc2/416x416.jpg?background=000000&cropX1=81&cropX2=566&cropY1=77&cropY2=562,722,Israel,46,,,,630,3100.0,,652,,,
F,0.0,Lynn Schusterman,1531878901818,Energy,Schusterman,lynn-schusterman,http://i.forbesimg.com/media/lists/people/lynn-schusterman_100x100.jpg,3200.0,"oil & gas, investments",742,http://specials-images.forbesimg.com/imageserve/9d68965dce3f7b7ef35b0630e212e048/416x416.jpg?background=000000&cropX1=150&cropX2=615&cropY1=13&cropY2=479,740,United States,79,,OK,Oklahoma,630,3100.0,,653,,,
M,0.0,Andreas Struengmann,1531878901818,Healthcare,Struengmann,andreas-struengmann,http://i.forbesimg.com/media/lists/people/andreas-struengmann_100x100.jpg,3535.472,pharmaceuticals,662,,662,Germany,68,,,,630,3100.0,,654,,,
M,0.0,Thomas Struengmann,1531878901818,Healthcare,Struengmann,thomas-struengmann,http://i.forbesimg.com/media/lists/people/thomas-struengmann_100x100.jpg,3535.472,pharmaceuticals,663,//specials-images.forbesimg.com/imageserve/5a7e557831358e4955ad137a/416x416.jpg?background=000000&cropX1=0&cropX2=2573&cropY1=5&cropY2=2580,662,Germany,68,,,,630,3100.0,,655,,,
M,3.349,Daniel Tsai,1531878901818,Finance and Investments,Tsai,daniel-tsai,http://i.forbesimg.com/media/lists/people/daniel-tsai_100x100.jpg,3131.671,finance,757,//specials-images.forbesimg.com/imageserve/5a8130574bbe6f2652f5466f/416x416.jpg?background=000000&cropX1=178&cropX2=1619&cropY1=0&cropY2=1442,757,Taiwan,62,,,,630,3100.0,,656,,,
M,3.349,Richard Tsai,1531878901818,Finance and Investments,Tsai,richard-tsai,http://i.forbesimg.com/media/lists/people/richard-tsai_100x100.jpg,3131.082,finance,758,//specials-images.forbesimg.com/imageserve/5a8131de31358e4955ad31b5/416x416.jpg?background=000000&cropX1=7&cropX2=1209&cropY1=189&cropY2=1391,758,Taiwan,61,,,,630,3100.0,,657,,,
M,2.331,Simon Xie,1531878901818,Technology,Xie,simon-xie,http://i.forbesimg.com/media/lists/people/simon-xie_100x100.jpg,2973.074,online payment service,817,//specials-images.forbesimg.com/imageserve/eb0f2e7c5736b370425f7365da5bacad/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=76&cropY2=820,817,China,48,,,,630,3100.0,,658,,,
M,,Yang Kai,1518125783633,Food and Beverage,Yang,yang-kai,http://i.forbesimg.com/media/lists/people/yang-kai_100x100.jpg,,dairy products,,//specials-images.forbesimg.com/imageserve/5809495a4bbe6f0ad5da5fe8/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=2&cropY2=743,,China,61,,,,630,3100.0,,659,,,
M,0.0,John Arnold,1531878901818,Finance and Investments,Arnold,john-arnold,http://i.forbesimg.com/media/lists/people/john-arnold_100x100.jpg,3285.0,hedge funds,721,//specials-images.forbesimg.com/imageserve/a3017e8a0ede213af3e6fa3ec077eeb1/416x416.jpg?background=000000&cropX1=47&cropX2=686&cropY1=44&cropY2=684,721,United States,44,"Founder, Centaurus Advisors",TX,Texas,660,3000.0,0,660,,,
M,0.0,Clifford Asness,1531878901818,Finance and Investments,Asness,clifford-asness,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,3600.0,Investment Management,642,//specials-images.forbesimg.com/imageserve/59dceda1a7ea436b47b3a61b/416x416.jpg?background=000000&cropX1=0&cropX2=2396&cropY1=146&cropY2=2542,642,United States,51,AQR Capital Management,CT,Connecticut,660,3000.0,0,661,0.0,,
M,-2.082,Edward Bass,1531878901818,Energy,Bass,edward-bass,http://i.forbesimg.com/media/lists/people/edward-bass_100x100.jpg,2552.327,"oil, investments",959,//specials-images.forbesimg.com/imageserve/97183a893c8331aaff70787ed63acba2/416x416.jpg?background=000000&cropX1=365&cropX2=1589&cropY1=265&cropY2=1490,959,United States,72,,TX,Texas,660,3000.0,,662,,,
M,0.0,Leon G. Cooperman,1531878901818,Finance and Investments,Cooperman,leon-g-cooperman,http://i.forbesimg.com/media/lists/people/leon-g-cooperman_100x100.jpg,3200.0,hedge funds,741,//specials-images.forbesimg.com/imageserve/59dbebf94bbe6f37dda03841/416x416.jpg?background=000000&cropX1=171&cropX2=3204&cropY1=414&cropY2=3450,740,United States,75,"Founder, Omega Advisors, Inc.",NJ,New Jersey,660,3000.0,0,663,150.0,,
M,0.0,Andrew Currie,1531878901818,Manufacturing,Currie,andrew-currie,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,4951.346,chemicals,405,//specials-images.forbesimg.com/imageserve/58a0ae994bbe6f0e55869b78/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=24&cropY2=767,405,United Kingdom,62,,,,660,3000.0,,664,,,
M,97.063,Antonio Del Valle Ruiz,1531878901818,Manufacturing,Del Valle Ruiz,antonio-del-valle-ruiz,http://i.forbesimg.com/media/lists/people/antonio-del-valle-ruiz_100x100.jpg,3680.018,chemicals,618,//specials-images.forbesimg.com/imageserve/5a7fca614bbe6f2652f53674/416x416.jpg?background=000000&cropX1=364&cropX2=2631&cropY1=4&cropY2=2272,618,Mexico,79,,,,660,3000.0,,665,,,
M,0.0,Allan Goldman,1531878901818,Real Estate,Goldman,allan-goldman,http://i.forbesimg.com/media/lists/people/no-pic_100x100.jpg,3094.065,real estate,772,,772,United States,75,,NY,New York,660,3000.0,,666,,,
F,0.0,Jane Goldman,1531878901818,Real Estate,Goldman,jane-goldman,http://i.forbesimg.com/media/lists/people/no-pic-female_100x100.jpg,3123.22,real estate,761,http://specials-images.forbesimg.com/imageserve/57e1169431358e16c589bb3f/416x416.jpg?background=000000&cropX1=40&cropX2=744&cropY1=50&cropY2=754,761,United States,62,,NY,New York,660,3000.0,,667,,,
F,0.0,Amy Goldman Fowler,1531878901818,Real Estate,Goldman Fowler,amy-goldman-fowler,http://i.forbesimg.com/media/lists/people/no-pic-female_100x100.jpg,3113.0,real estate,766,http://specials-images.forbesimg.com/imageserve/57e117464bbe6f6781c52862/416x416.jpg?background=000000&cropX1=50&cropX2=744&cropY1=56&cropY2=751,766,United States,64,,NY,New York,660,3000.0,,668,,,
M,9.064,Tom Golisano,1531878901818,Service,Golisano,tom-golisano,http://i.forbesimg.com/media/lists/people/tom-golisano_100x100.jpg,3410.905,payroll services,689,//specials-images.forbesimg.com/imageserve/59dd1f1731358e542c038f17/416x416.jpg?background=000000&cropX1=2203&cropX2=4350&cropY1=273&cropY2=2419,689,United States,76,,FL,Florida,660,3000.0,,669,,,
M,0.0,Zarakh Iliev,1531878901818,Real Estate,Iliev,zarakh-iliev,http://i.forbesimg.com/media/lists/people/zarakh-iliev_100x100.jpg,2812.697,real estate,869,//specials-images.forbesimg.com/imageserve/da062126c7f684fe3c4cac435fbe622f/416x416.jpg?background=000000&cropX1=84&cropX2=741&cropY1=11&cropY2=668,868,Russia,51,,,,660,3000.0,,670,,,
F,0.0,Diane Kemper,1531878901818,Real Estate,Kemper,diane-kemper,http://i.forbesimg.com/media/lists/people/no-pic-female_100x100.jpg,3101.6,real estate,771,,771,United States,72,,NY,New York,660,3000.0,,671,,,
